cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
66	chr2L	277553	277585	+	2	277585	65	49	277554	277585	32
67	chr2L	283802	283849	+	9	283821	527	379	283821	283832	12
68	chr2L	283926	283931	+	2	283931	5	4	283927	283931	5
69	chr2L	292304	292307	+	2	292305	8	6	292305	292307	3
70	chr2L	292354	292655	+	111	292466	62589	9435	292415	292489	75
71	chr2L	292715	292775	+	7	292746	503	397	292720	292746	27
72	chr2L	292834	292837	+	2	292835	40	28	292835	292837	3
73	chr2L	295086	295274	+	44	295155	3202	685	295109	295185	77
74	chr2L	295341	295382	+	2	295382	7	5	295342	295382	41
75	chr2L	295636	295652	+	4	295652	8	3	295637	295652	16
76	chr2L	296548	296565	+	3	296565	15	9	296549	296565	17
77	chr2L	297862	297990	+	22	297903	799	300	297871	297939	69
78	chr2L	301751	301754	+	2	301752	16	11	301752	301754	3
79	chr2L	301844	301934	+	18	301881	572	101	301859	301923	65
80	chr2L	305940	305980	+	3	305941	141	79	305941	305980	40
81	chr2L	310248	310249	+	1	310249	85	85	310249	310249	1
82	chr2L	320428	320476	+	4	320433	119	43	320429	320476	48
83	chr2L	329920	329942	+	4	329924	28	13	329921	329942	22
84	chr2L	355614	355728	+	17	355691	624	98	355666	355719	54
85	chr2L	356368	356397	+	3	356373	35	13	356369	356397	29
86	chr2L	395991	396150	+	28	396143	1043	265	396082	396143	62
87	chr2L	404273	404321	+	7	404297	208	69	404286	404308	23
88	chr2L	413207	413256	+	3	413239	4	2	413208	413256	49
89	chr2L	414779	414806	+	4	414796	6	2	414780	414806	27
90	chr2L	414849	414863	+	2	414850	4	3	414850	414863	14
91	chr2L	415021	415225	+	24	415126	291	72	415069	415172	104
92	chr2L	415306	415419	+	14	415307	27	5	415307	415412	106
93	chr2L	418126	418139	+	2	418139	27	15	418127	418139	13
94	chr2L	419899	420051	+	41	419957	24012	7497	419954	419959	6
95	chr2L	420294	420334	+	2	420295	42	26	420295	420334	40
96	chr2L	420375	420417	+	5	420376	73	30	420376	420417	42
97	chr2L	420919	420943	+	2	420920	14	11	420920	420943	24
98	chr2L	431225	431323	+	9	431227	1045	959	431227	431227	1
99	chr2L	431363	431395	+	2	431395	5	3	431364	431395	32
100	chr2L	439598	439623	+	2	439599	37	27	439599	439623	25
101	chr2L	453066	453221	+	25	453134	1360	412	453104	453138	35
102	chr2L	453324	453333	+	2	453333	3	2	453325	453333	9
103	chr2L	472982	473227	+	34	473028	1450	213	472995	473084	90
104	chr2L	490830	490838	+	3	490834	540	478	490834	490834	1
105	chr2L	545130	545138	+	4	545131	551	515	545131	545131	1
106	chr2L	545847	545871	+	3	545871	6	3	545848	545871	24
107	chr2L	553279	553302	+	3	553280	5	3	553280	553302	23
108	chr2L	559611	559726	+	27	559677	1334	375	559614	559678	65
109	chr2L	559767	559805	+	3	559768	30	13	559768	559805	38
110	chr2L	559941	560029	+	9	559942	33	16	559942	560026	85
111	chr2L	560102	560115	+	2	560115	10	9	560115	560115	1
112	chr2L	564175	564274	+	33	564215	2682	574	564193	564238	46
113	chr2L	568315	568400	+	18	568337	907	220	568326	568360	35
114	chr2L	568570	568609	+	6	568575	38	15	568571	568595	25
115	chr2L	574252	574256	+	2	574253	2	1	574253	574256	4
116	chr2L	574481	574586	+	27	574540	1094	134	574486	574561	76
117	chr2L	574631	574670	+	3	574670	86	39	574632	574670	39
118	chr2L	574777	574836	+	7	574778	23	14	574778	574835	58
119	chr2L	588062	588143	+	7	588125	123	72	588125	588127	3
120	chr2L	602794	602816	+	6	602809	121	72	602798	602816	19
121	chr2L	605872	605990	+	12	605930	77	19	605914	605979	66
122	chr2L	615438	615446	+	3	615445	18	15	615445	615446	2
123	chr2L	728130	728158	+	4	728158	9	3	728131	728158	28
124	chr2L	728336	728437	+	46	728410	33309	19047	728384	728410	27
125	chr2L	728481	728548	+	8	728482	304	114	728482	728534	53
126	chr2L	728616	728619	+	2	728617	221	210	728617	728617	1
127	chr2L	728664	728718	+	3	728684	36	13	728665	728718	54
128	chr2L	728771	728931	+	14	728772	259	89	728772	728891	120
129	chr2L	729197	729201	+	2	729198	18	12	729198	729201	4
130	chr2L	729286	729328	+	3	729328	66	30	729287	729328	42
131	chr2L	729496	729498	+	2	729497	51	29	729497	729498	2
132	chr2L	729566	729568	+	2	729568	24	14	729567	729568	2
133	chr2L	730011	730013	+	2	730013	21	12	730012	730013	2
134	chr2L	730122	730124	+	2	730124	92	75	730123	730124	2
135	chr2L	730241	730270	+	6	730260	77	18	730242	730270	29
136	chr2L	748440	748472	+	3	748468	3	1	748441	748472	32
137	chr2L	756320	756342	+	2	756321	5	4	756321	756342	22
138	chr2L	772478	772571	+	9	772529	62	13	772489	772571	83
139	chr2L	773426	773439	+	2	773427	4	2	773427	773439	13
140	chr2L	773529	773761	+	38	773547	60732	51723	773547	773550	4
141	chr2L	773873	773903	+	2	773903	50	40	773874	773903	30
142	chr2L	776532	776577	+	10	776536	2271	1885	776536	776538	3
143	chr2L	776626	776671	+	4	776669	120	64	776627	776671	45
144	chr2L	778989	778994	+	2	778990	2	1	778990	778994	5
145	chr2L	779036	779056	+	2	779037	5	3	779037	779056	20
146	chr2L	779169	779177	+	8	779173	20384	17100	779170	779173	4
147	chr2L	779224	779230	+	3	779228	409	310	779228	779230	3
148	chr2L	779347	779445	+	14	779434	927	327	779360	779443	84
149	chr2L	784304	784398	+	23	784326	3721	1764	784326	784382	57
150	chr2L	799813	799900	+	14	799885	367	100	799847	799888	42
151	chr2L	806472	806476	+	3	806476	19	11	806473	806476	4
152	chr2L	810553	810652	+	18	810568	990	280	810554	810612	59
153	chr2L	810696	810761	+	5	810700	7	2	810697	810761	65
154	chr2L	811582	811618	+	4	811618	84	40	811604	811618	15
155	chr2L	816012	816047	+	2	816013	213	211	816013	816013	1
156	chr2L	817222	817227	+	2	817223	3	2	817223	817227	5
157	chr2L	819881	819992	+	24	819952	769	109	819911	819975	65
158	chr2L	820110	820113	+	2	820113	7	5	820111	820113	3
159	chr2L	821159	821594	+	82	821447	12113	4495	821306	821494	189
160	chr2L	823070	823109	+	3	823090	91	62	823071	823109	39
161	chr2L	823693	823735	+	3	823700	140	111	823700	823735	36
162	chr2L	823788	823789	+	1	823789	52	52	823789	823789	1
163	chr2L	825360	825447	+	10	825373	162	56	825361	825444	84
164	chr2L	825932	826031	+	17	825983	541	261	825964	825985	22
165	chr2L	827647	827704	+	11	827680	262	47	827648	827680	33
166	chr2L	830538	830623	+	8	830603	1079	651	830603	830612	10
167	chr2L	831127	831201	+	9	831167	136	26	831144	831201	58
168	chr2L	848091	848107	+	2	848107	3	2	848092	848107	16
169	chr2L	849792	849868	+	8	849863	73	41	849801	849864	64
170	chr2L	850669	850780	+	11	850670	86	34	850670	850725	56
171	chr2L	852786	852876	+	17	852850	1315	922	852809	852850	42
172	chr2L	853159	853202	+	9	853198	37	13	853160	853198	39
173	chr2L	854068	854070	+	2	854069	12	8	854069	854070	2
174	chr2L	855396	855526	+	23	855496	1240	353	855469	855504	36
175	chr2L	855671	855768	+	6	855748	9	2	855672	855768	97
176	chr2L	855993	855995	+	2	855995	34	21	855994	855995	2
177	chr2L	858091	858145	+	3	858115	41	19	858092	858145	54
178	chr2L	870465	870513	+	7	870467	784	630	870467	870477	11
179	chr2L	870934	870962	+	5	870947	125	53	870935	870947	13
180	chr2L	871096	871097	+	1	871097	177	177	871097	871097	1
181	chr2L	874256	874295	+	3	874257	5	2	874257	874295	39
182	chr2L	898643	898647	+	2	898647	211	199	898647	898647	1
183	chr2L	903970	904125	+	41	904076	486	52	904011	904088	78
184	chr2L	912389	912421	+	3	912421	57	28	912390	912421	32
185	chr2L	914089	914094	+	3	914090	633	487	914090	914091	2
186	chr2L	937914	937920	+	3	937915	72	39	937915	937920	6
187	chr2L	958334	958342	+	2	958335	33	22	958335	958342	8
188	chr2L	1019048	1019082	+	4	1019082	39	30	1019049	1019082	34
189	chr2L	1036984	1037026	+	3	1037020	21	16	1037020	1037026	7
190	chr2L	1037197	1037385	+	38	1037257	2412	420	1037232	1037284	53
191	chr2L	1037525	1037529	+	2	1037526	7	4	1037526	1037529	4
192	chr2L	1037643	1037662	+	3	1037661	26	12	1037644	1037662	19
193	chr2L	1062401	1062432	+	3	1062432	69	30	1062402	1062432	31
194	chr2L	1077913	1078029	+	25	1077937	796	98	1077934	1077994	61
195	chr2L	1080920	1081182	+	30	1080921	638	155	1080921	1080997	77
196	chr2L	1095335	1095350	+	2	1095350	52	28	1095336	1095350	15
197	chr2L	1103203	1103265	+	6	1103204	197	55	1103204	1103265	62
198	chr2L	1108268	1108290	+	2	1108269	36	19	1108269	1108290	22
199	chr2L	1108513	1108535	+	2	1108535	34	24	1108514	1108535	22
200	chr2L	1108622	1108718	+	15	1108667	637	137	1108649	1108679	31
201	chr2L	1129232	1129376	+	37	1129320	3449	948	1129295	1129356	62
202	chr2L	1147823	1147898	+	14	1147844	95	24	1147824	1147858	35
203	chr2L	1147984	1147994	+	2	1147985	2	1	1147985	1147994	10
204	chr2L	1150728	1150853	+	40	1150774	3148	839	1150768	1150832	65
205	chr2L	1151033	1151132	+	22	1151077	184	46	1151034	1151098	65
206	chr2L	1151566	1151567	+	1	1151567	63	63	1151567	1151567	1
207	chr2L	1151876	1151885	+	2	1151885	34	19	1151877	1151885	9
208	chr2L	1157793	1157819	+	3	1157796	11	8	1157794	1157796	3
209	chr2L	1158651	1158705	+	11	1158662	487	201	1158662	1158705	44
210	chr2L	1158839	1158913	+	4	1158880	6	2	1158840	1158913	74
211	chr2L	1164430	1164486	+	11	1164475	198	49	1164442	1164477	36
212	chr2L	1166477	1166599	+	30	1166532	1331	279	1166501	1166556	56
213	chr2L	1166740	1166744	+	2	1166741	19	17	1166741	1166744	4
214	chr2L	1169578	1169609	+	3	1169579	9	4	1169579	1169609	31
215	chr2L	1170155	1170236	+	11	1170209	375	129	1170188	1170226	39
216	chr2L	1173011	1173058	+	9	1173012	345	79	1173012	1173052	41
217	chr2L	1173221	1173271	+	6	1173240	23	12	1173234	1173241	8
218	chr2L	1175642	1175665	+	5	1175665	7	3	1175643	1175665	23
219	chr2L	1177609	1177753	+	22	1177697	1872	808	1177684	1177701	18
220	chr2L	1183125	1183127	+	2	1183126	2	1	1183126	1183127	2
221	chr2L	1184045	1184079	+	4	1184075	29	15	1184046	1184079	34
222	chr2L	1184274	1184295	+	2	1184275	2	1	1184275	1184295	21
223	chr2L	1185894	1185907	+	3	1185897	101	51	1185895	1185907	13
224	chr2L	1186255	1186257	+	2	1186257	274	256	1186257	1186257	1
225	chr2L	1199421	1199439	+	3	1199422	47	45	1199422	1199422	1
226	chr2L	1200210	1200212	+	2	1200212	35	22	1200211	1200212	2
227	chr2L	1236505	1236571	+	6	1236562	22	9	1236506	1236562	57
228	chr2L	1240037	1240045	+	4	1240038	73	62	1240038	1240039	2
229	chr2L	1256379	1256434	+	9	1256403	44	19	1256403	1256430	28
230	chr2L	1325493	1325526	+	7	1325518	81	15	1325494	1325526	33
231	chr2L	1334099	1334247	+	38	1334163	3107	583	1334140	1334180	41
232	chr2L	1344376	1344679	+	98	1344465	71642	34485	1344463	1344475	13
233	chr2L	1344879	1344881	+	2	1344880	88	77	1344880	1344881	2
234	chr2L	1352427	1352457	+	3	1352454	4	2	1352428	1352457	30
235	chr2L	1367960	1368474	+	131	1368172	9115	1059	1368059	1368275	217
236	chr2L	1381075	1381182	+	13	1381106	556	184	1381096	1381145	50
237	chr2L	1396440	1396466	+	3	1396441	15	11	1396441	1396460	20
238	chr2L	1428458	1428536	+	30	1428509	2360	461	1428473	1428523	51
239	chr2L	1442566	1442677	+	42	1442603	3614	552	1442594	1442664	71
240	chr2L	1442725	1442792	+	9	1442726	232	66	1442726	1442783	58
241	chr2L	1442856	1442874	+	3	1442857	51	19	1442857	1442874	18
242	chr2L	1500765	1500772	+	2	1500772	13	9	1500766	1500772	7
243	chr2L	1537230	1537261	+	3	1537261	42	18	1537231	1537261	31
244	chr2L	1610466	1610499	+	3	1610467	9	4	1610467	1610499	33
245	chr2L	1611121	1611170	+	3	1611170	7	4	1611122	1611170	49
246	chr2L	1611388	1611454	+	16	1611406	337	60	1611406	1611446	41
247	chr2L	1611631	1611801	+	10	1611686	15	3	1611667	1611801	135
248	chr2L	1612096	1612157	+	10	1612097	32	15	1612097	1612137	41
249	chr2L	1624950	1624954	+	2	1624951	2	1	1624951	1624954	4
250	chr2L	1651225	1651264	+	6	1651260	1614	1559	1651260	1651260	1
251	chr2L	1651631	1651725	+	8	1651639	139	22	1651632	1651725	94
252	chr2L	1651847	1651944	+	10	1651905	388	101	1651848	1651905	58
253	chr2L	1652773	1652775	+	2	1652774	81	51	1652774	1652775	2
254	chr2L	1687460	1687565	+	19	1687495	894	296	1687468	1687522	55
255	chr2L	1690022	1690168	+	22	1690104	2816	2330	1690104	1690104	1
256	chr2L	1690221	1690240	+	4	1690230	97	43	1690222	1690240	19
257	chr2L	1693349	1693376	+	7	1693350	23	6	1693350	1693372	23
258	chr2L	1693872	1693910	+	4	1693886	22	11	1693873	1693910	38
259	chr2L	1696703	1696734	+	2	1696734	21	13	1696704	1696734	31
260	chr2L	1697198	1697229	+	3	1697227	33	16	1697199	1697227	29
261	chr2L	1704884	1704978	+	18	1704916	668	212	1704904	1704961	58
262	chr2L	1710441	1710523	+	25	1710491	2064	337	1710453	1710506	54
263	chr2L	1728733	1728807	+	14	1728754	388	86	1728737	1728794	58
264	chr2L	1729777	1729959	+	33	1729917	1171	521	1729806	1729917	112
265	chr2L	1730094	1730164	+	5	1730095	8	3	1730095	1730164	70
266	chr2L	1730640	1730659	+	2	1730641	2	1	1730641	1730659	19
267	chr2L	1737461	1737470	+	8	1737469	1989	1280	1737465	1737469	5
268	chr2L	1752244	1752445	+	44	1752332	10584	2513	1752305	1752337	33
269	chr2L	1755399	1755458	+	14	1755455	489	115	1755429	1755455	27
270	chr2L	1869751	1869911	+	37	1869853	5805	3174	1869813	1869856	44
271	chr2L	1872628	1872700	+	16	1872689	577	132	1872644	1872693	50
272	chr2L	1884567	1884747	+	49	1884685	6649	1558	1884602	1884685	84
273	chr2L	1884812	1884840	+	2	1884813	12	7	1884813	1884840	28
274	chr2L	1884998	1885030	+	3	1885022	16	9	1884999	1885030	32
275	chr2L	1911743	1911744	+	1	1911744	267	267	1911744	1911744	1
276	chr2L	1936337	1936357	+	4	1936338	7	3	1936338	1936357	20
277	chr2L	1942393	1942433	+	3	1942394	13	5	1942394	1942433	40
278	chr2L	1951924	1951934	+	2	1951925	2	1	1951925	1951934	10
279	chr2L	1954383	1954387	+	2	1954387	28	17	1954384	1954387	4
280	chr2L	1973903	1973925	+	4	1973923	296	172	1973919	1973925	7
281	chr2L	1974005	1974010	+	2	1974006	19	13	1974006	1974010	5
282	chr2L	1974074	1974211	+	25	1974126	1376	319	1974113	1974144	32
283	chr2L	1974305	1974329	+	2	1974306	2	1	1974306	1974329	24
284	chr2L	1981155	1981373	+	69	1981270	8880	2031	1981249	1981336	88
285	chr2L	1981543	1981640	+	6	1981577	11	3	1981561	1981618	58
286	chr2L	1982170	1982273	+	27	1982223	5044	1793	1982219	1982226	8
287	chr2L	1982313	1982384	+	6	1982314	94	40	1982314	1982359	46
288	chr2L	1982803	1982836	+	2	1982804	27	14	1982804	1982836	33
289	chr2L	1988250	1988414	+	37	1988292	9512	5687	1988286	1988301	16
290	chr2L	1988471	1988501	+	4	1988472	92	67	1988472	1988501	30
291	chr2L	1999979	2000036	+	6	2000036	371	141	2000005	2000036	32
292	chr2L	2009827	2009857	+	5	2009857	132	63	2009828	2009857	30
293	chr2L	2023980	2024054	+	16	2024009	259	72	2023981	2024012	32
294	chr2L	2029516	2029519	+	2	2029519	80	59	2029517	2029519	3
295	chr2L	2037697	2037793	+	22	2037715	1162	240	2037711	2037781	71
296	chr2L	2045487	2045572	+	17	2045521	1927	588	2045518	2045538	21
297	chr2L	2079920	2080032	+	31	2079957	4544	2059	2079957	2080004	48
298	chr2L	2081594	2081596	+	2	2081595	2	1	2081595	2081596	2
299	chr2L	2081809	2081815	+	2	2081810	4	3	2081810	2081815	6
300	chr2L	2083286	2083408	+	33	2083337	3877	1151	2083316	2083366	51
301	chr2L	2083801	2083854	+	4	2083814	4	1	2083802	2083854	53
302	chr2L	2130779	2130920	+	25	2130817	3903	1419	2130817	2130876	60
303	chr2L	2147346	2147393	+	11	2147369	270	61	2147358	2147387	30
304	chr2L	2147502	2147691	+	40	2147568	1300	264	2147548	2147614	67
305	chr2L	2147788	2147826	+	5	2147792	17	5	2147789	2147826	38
306	chr2L	2151239	2151268	+	2	2151240	5	3	2151240	2151268	29
307	chr2L	2151740	2152118	+	84	2151889	7885	1716	2151771	2151924	154
308	chr2L	2155436	2155489	+	6	2155437	95	31	2155437	2155488	52
309	chr2L	2155907	2155922	+	2	2155908	4	3	2155908	2155922	15
310	chr2L	2160611	2160653	+	6	2160636	139	51	2160612	2160653	42
311	chr2L	2213554	2213589	+	4	2213581	30	13	2213555	2213589	35
312	chr2L	2213730	2213736	+	2	2213731	8	7	2213731	2213736	6
313	chr2L	2213974	2213996	+	2	2213975	4	3	2213975	2213996	22
314	chr2L	2214230	2214303	+	9	2214262	177	48	2214255	2214303	49
315	chr2L	2217060	2217092	+	2	2217061	4	2	2217061	2217092	32
316	chr2L	2217140	2217188	+	5	2217188	148	58	2217157	2217188	32
317	chr2L	2217236	2217377	+	10	2217250	422	220	2217250	2217326	77
318	chr2L	2220718	2220805	+	10	2220777	159	41	2220749	2220793	45
319	chr2L	2221882	2221959	+	13	2221913	88	23	2221892	2221933	42
320	chr2L	2222089	2222195	+	11	2222090	413	166	2222090	2222162	73
321	chr2L	2222249	2222276	+	2	2222276	27	18	2222250	2222276	27
322	chr2L	2222627	2222712	+	24	2222671	5342	2604	2222639	2222674	36
323	chr2L	2223178	2223183	+	4	2223180	402	336	2223180	2223181	2
324	chr2L	2223240	2223264	+	3	2223241	77	52	2223241	2223264	24
325	chr2L	2223445	2223447	+	2	2223446	29	15	2223446	2223447	2
326	chr2L	2224698	2224709	+	3	2224702	6	3	2224699	2224709	11
327	chr2L	2226361	2226660	+	49	2226523	5481	2851	2226387	2226545	159
328	chr2L	2226707	2226815	+	9	2226708	114	17	2226708	2226802	95
329	chr2L	2226896	2227084	+	29	2226951	318	56	2226899	2227066	168
330	chr2L	2227125	2227135	+	3	2227126	57	21	2227126	2227135	10
331	chr2L	2228534	2228542	+	2	2228535	52	46	2228535	2228542	8
332	chr2L	2228890	2228916	+	4	2228891	122	42	2228891	2228916	26
333	chr2L	2229071	2229155	+	22	2229127	1401	264	2229100	2229148	49
334	chr2L	2229262	2229263	+	1	2229263	65	65	2229263	2229263	1
335	chr2L	2229462	2229466	+	3	2229463	69	45	2229463	2229466	4
336	chr2L	2229687	2229692	+	2	2229688	30	20	2229688	2229692	5
337	chr2L	2229749	2229787	+	5	2229784	199	88	2229750	2229787	38
338	chr2L	2230659	2230747	+	6	2230674	46	17	2230660	2230747	88
339	chr2L	2236161	2236334	+	20	2236204	394	93	2236175	2236260	86
340	chr2L	2242378	2242379	+	1	2242379	75	75	2242379	2242379	1
341	chr2L	2244642	2244647	+	3	2244643	978	898	2244643	2244643	1
342	chr2L	2245202	2245395	+	61	2245287	16743	2410	2245264	2245330	67
343	chr2L	2262124	2262132	+	2	2262132	3	2	2262125	2262132	8
344	chr2L	2263387	2263687	+	77	2263501	13321	2640	2263462	2263521	60
345	chr2L	2263866	2263888	+	2	2263888	17	13	2263867	2263888	22
346	chr2L	2264225	2264228	+	2	2264228	31	21	2264226	2264228	3
347	chr2L	2289416	2289421	+	2	2289421	12	10	2289417	2289421	5
348	chr2L	2290768	2290779	+	2	2290779	29	25	2290769	2290779	11
349	chr2L	2300015	2300216	+	57	2300099	47362	21055	2300092	2300099	8
350	chr2L	2300394	2300400	+	3	2300399	24	15	2300395	2300400	6
351	chr2L	2307938	2307945	+	5	2307941	352	210	2307939	2307945	7
352	chr2L	2333760	2333773	+	3	2333773	4	2	2333761	2333773	13
353	chr2L	2357588	2357661	+	6	2357613	32	20	2357604	2357630	27
354	chr2L	2363924	2363947	+	2	2363947	6	5	2363925	2363947	23
355	chr2L	2365317	2365396	+	22	2365357	796	200	2365344	2365388	45
356	chr2L	2374689	2374718	+	2	2374690	40	21	2374690	2374718	29
357	chr2L	2375880	2375883	+	2	2375881	168	149	2375881	2375883	3
358	chr2L	2376119	2376230	+	12	2376176	390	147	2376125	2376176	52
359	chr2L	2381079	2381187	+	15	2381096	401	190	2381083	2381147	65
360	chr2L	2395314	2395323	+	2	2395315	3	2	2395315	2395323	9
361	chr2L	2412866	2412931	+	7	2412931	27	15	2412869	2412931	63
362	chr2L	2420824	2420844	+	4	2420834	66	23	2420825	2420844	20
363	chr2L	2428371	2428372	+	1	2428372	118	118	2428372	2428372	1
364	chr2L	2451225	2451245	+	7	2451241	1118	856	2451238	2451241	4
365	chr2L	2452383	2452432	+	3	2452384	38	14	2452384	2452432	49
366	chr2L	2454737	2454739	+	2	2454739	162	152	2454739	2454739	1
367	chr2L	2489562	2489563	+	1	2489563	55	55	2489563	2489563	1
368	chr2L	2492867	2492966	+	17	2492955	1544	821	2492898	2492955	58
369	chr2L	2495888	2495889	+	1	2495889	64	64	2495889	2495889	1
370	chr2L	2496832	2496851	+	2	2496851	42	29	2496833	2496851	19
371	chr2L	2496942	2496954	+	2	2496943	24	14	2496943	2496954	12
372	chr2L	2507276	2507327	+	4	2507289	34	12	2507277	2507327	51
373	chr2L	2511973	2511991	+	2	2511974	6	4	2511974	2511991	18
374	chr2L	2517303	2517315	+	3	2517304	16	10	2517304	2517315	12
375	chr2L	2542873	2542948	+	5	2542919	10	3	2542892	2542948	57
376	chr2L	2564239	2564286	+	4	2564240	5	2	2564240	2564286	47
377	chr2L	2577522	2577543	+	4	2577542	203	156	2577523	2577542	20
378	chr2L	2577679	2577696	+	3	2577695	59	36	2577680	2577696	17
379	chr2L	2580027	2580034	+	2	2580028	2	1	2580028	2580034	7
380	chr2L	2580137	2580173	+	4	2580162	56	22	2580138	2580165	28
381	chr2L	2580261	2580363	+	43	2580322	8933	2095	2580291	2580337	47
382	chr2L	2580417	2580455	+	8	2580453	81	18	2580429	2580455	27
383	chr2L	2591853	2592021	+	29	2591933	1447	187	2591868	2591959	92
384	chr2L	2592116	2592117	+	1	2592117	109	109	2592117	2592117	1
385	chr2L	2603702	2603728	+	3	2603715	5	2	2603703	2603728	26
386	chr2L	2604493	2604497	+	2	2604494	16	14	2604494	2604497	4
387	chr2L	2609769	2609772	+	2	2609772	3	2	2609770	2609772	3
388	chr2L	2609917	2610245	+	68	2610091	3463	594	2610082	2610156	75
389	chr2L	2610338	2610407	+	5	2610394	13	5	2610358	2610407	50
390	chr2L	2610537	2610539	+	2	2610539	10	6	2610538	2610539	2
391	chr2L	2611056	2611058	+	2	2611057	2	1	2611057	2611058	2
392	chr2L	2645988	2646065	+	17	2646021	1087	211	2646004	2646061	58
393	chr2L	2647828	2647951	+	29	2647887	2119	349	2647868	2647912	45
394	chr2L	2653059	2653329	+	87	2653085	9326	2726	2653085	2653149	65
395	chr2L	2653436	2653513	+	4	2653455	46	19	2653437	2653513	77
396	chr2L	2655293	2655441	+	60	2655381	16141	4562	2655353	2655385	33
397	chr2L	2655481	2655495	+	2	2655482	11	10	2655482	2655482	1
